REM2	NM_173527	['ENST00000536884', 'ENST00000267396']
CDAN1	NM_138477	['ENST00000356231', 'ENST00000562465']
KCNK18	NM_181840	['ENST00000334549']
KCNK17	NM_031460	['ENST00000373231']
NCAPD2	NM_014865	['ENST00000315579', 'ENST00000545962']
NCAPD3	NM_015261	['ENST00000534532']
BLM	NM_000057	['ENST00000355112']
MMACHC	NM_015506	['ENST00000401061']
BLK	NM_001715	['ENST00000259089', 'ENST00000526097', 'ENST00000525389']
TCN1	NM_001062	['ENST00000257264']
TCN2	NM_000355	['ENST00000215838']
ZNF426	NM_024106	['ENST00000253115', 'ENST00000593003']
ZNF350	NM_021632	['ENST00000243644']
ZNF423	NM_015069	['ENST00000561648']
ZNF420	NM_144689	['ENST00000337995']
SIRPB1	NM_006065	['ENST00000381605']
ATXN7	NM_000333	['ENST00000474112', 'ENST00000295900']
ATXN2	NM_002973	['ENST00000377617', 'ENST00000482777', 'ENST00000392645']
ATXN1	NM_000332	['ENST00000244769']
SOAT2	NM_003578	['ENST00000301466']
SOAT1	NM_003101	['ENST00000367619']
SRGAP1	NM_020762	['ENST00000355086', 'ENST00000537556', 'ENST00000357825']
SRGAP3	NM_014850	['ENST00000433332', 'ENST00000383836']
CCDC180	NM_020893	['ENST00000375206', 'ENST00000460482', 'ENST00000375202', 'ENST00000494917']
CCDC183	NM_001039374	['ENST00000479371']
OR6Y1	NM_001005189	['ENST00000302617']
TSC1	NM_000368	['ENST00000298552', 'ENST00000493467']
NEDD9	NM_001142393	['ENST00000448183']
STRIP2	NM_020704	['ENST00000249344']
SMC3	NM_005445	['ENST00000361804']
SMC5	NM_015110	['ENST00000361138']
PYROXD2	NM_032709	['ENST00000483923', 'ENST00000370575']
PYROXD1	NM_024854	['ENST00000240651']
SMC6	NM_001142286	['ENST00000448223']
IFI44L	NM_006820	['ENST00000370751']
AREL1	NM_001039479	['ENST00000356357', 'ENST00000557401', 'ENST00000556589']
LEPR	NM_002303	['ENST00000349533']
CPOX	NM_000097	['ENST00000264193', 'ENST00000515041']
LTA	NM_000595	['ENST00000481446', 'ENST00000489638', 'ENST00000454550', 'ENST00000487391', 'ENST00000448630', 'ENST00000476761', 'ENST00000383304', 'ENST00000441939', 'ENST00000412851', 'ENST00000464086', 'ENST00000383499', 'ENST00000479906', 'ENST00000418386', 'ENST00000466460']
GRIPAP1	NM_020137	['ENST00000376441']
TINAG	NM_014464	['ENST00000259782']
LTF	NM_002343	['ENST00000231751']
LTK	NM_002344	['ENST00000563518']
ALG11	NM_001004127	['ENST00000521776']
ALG12	NM_024105	['ENST00000330817']
ALG13	NM_001099922	['ENST00000394780', 'ENST00000251943']
ALG14	NM_144988	['ENST00000370205']
SV2B	NM_014848	['ENST00000394232', 'ENST00000557410']
MICALL2	NM_182924	['ENST00000297508', 'ENST00000472100']
BANF1	NM_001143985	['ENST00000312175']
AEBP1	NM_001129	['ENST00000450684', 'ENST00000223357', 'ENST00000413907']
LMOD1	NM_012134	['ENST00000367288']
LMOD3	NM_198271	['ENST00000420581']
AHSP	NM_016633	['ENST00000302312']
MARF1	NM_001184998	['ENST00000396368']
ARL8A	NM_138795	['ENST00000272217']
C1orf68	NM_001024679	['ENST00000368775']
AHSG	NM_001622	['ENST00000478441', 'ENST00000411641']
TTC7A	NM_020458	['ENST00000409825', 'ENST00000319190']
GYG1	NM_004130	['ENST00000345003']
CNOT1	NM_001265612	['ENST00000563130', 'ENST00000317147']
NUBP2	NM_012225	['ENST00000262302']
GAS8	NM_001481	['ENST00000540721', 'ENST00000268699', 'ENST00000566266', 'ENST00000569558']
TWIST1	NM_000474	['ENST00000242261']
TWIST2	NM_057179	['ENST00000448943']
PEAR1	NM_001080471	['ENST00000292357', 'ENST00000469390']
ZNF816	NM_001031665	['ENST00000357666']
HNF1B	NM_000458	['ENST00000225893', 'ENST00000459669']
HNF1A	NM_000545	['ENST00000541395', 'ENST00000544574', 'ENST00000540108', 'ENST00000402929', 'ENST00000400024', 'ENST00000257555']
CRISP2	NM_003296	['ENST00000339139']
OR6C65	NM_001005518	['ENST00000379665']
COX10	NM_001303	['ENST00000261643']
IL34	NM_152456	['ENST00000429149']
EBAG9	NM_198120	['ENST00000395785']
IL33	NM_033439	['ENST00000381434']
DYNAP	NM_173629	['ENST00000321600']
COX14	NM_032901	['ENST00000550487']
CBR4	NM_032783	['ENST00000306193', 'ENST00000510042', 'ENST00000504480']
GAS6	NM_000820	['ENST00000357389']
ANKRD13D	NM_207354	['ENST00000511455', 'ENST00000515828', 'ENST00000512231']
AGXT2	NM_031900	['ENST00000505542', 'ENST00000231420', 'ENST00000512135']
PTK2B	NM_004103	['ENST00000544172']
CBR3	NM_001236	['ENST00000290354']
DAB2	NM_001343	['ENST00000545653']
HYOU1	NM_006389	['ENST00000543287', 'ENST00000529972', 'ENST00000404233']
INTS6L	NM_182540	['ENST00000370752']
AMACR	NM_014324	['ENST00000335606', 'ENST00000426255']
UGT2A1	NM_006798	['ENST00000512704', 'ENST00000503640']
PROM1	NM_006017	['ENST00000447510']
NHEJ1	NM_024782	['ENST00000498327', 'ENST00000356853']
KPTN	NM_007059	['ENST00000338134']
SLC41A1	NM_173854	['ENST00000367137']
SLC41A3	NM_001008487	['ENST00000383598']
SLC41A2	NM_032148	['ENST00000258538']
SCARB2	NM_005506	['ENST00000264896']
SCARB1	NM_001082959	['ENST00000538291', 'ENST00000339570']
SCARB1	NM_005505	['ENST00000261693', 'ENST00000535005', 'ENST00000415380']
CSF1	NM_000757	['ENST00000329608']
CSF2	NM_000758	['ENST00000296871']
WNT7A	NM_004625	['ENST00000285018']
WNT7B	NM_058238	['ENST00000339464']
ERAP2	NM_022350	['ENST00000437043']
ERAP1	NM_016442	['ENST00000296754']
LECT2	NM_002302	['ENST00000274507']
NMRK1	NM_017881	['ENST00000361092']
CNTN2	NM_005076	['ENST00000530117', 'ENST00000331830']
CNTN3	NM_020872	['ENST00000263665']
CNTN1	NM_001843	['ENST00000551295']
CNTN6	NM_014461	['ENST00000350110', 'ENST00000446702', 'ENST00000394261']
CNTN4	NM_175607	['ENST00000430505', 'ENST00000418658']
CNTN5	NM_014361	['ENST00000524871']
ZBTB7A	NM_015898	['ENST00000322357']
DDX59	NM_001031725	['ENST00000367348', 'ENST00000331314']
DENR	NM_003677	['ENST00000280557']
DDX50	NM_024045	['ENST00000373585']
ANXA6	NM_001155	['ENST00000354546']
GATM	NM_001482	['ENST00000396659', 'ENST00000558336', 'ENST00000558362']
CDC42BPA	NM_003607	['ENST00000366769']
FOCAD	NM_017794	['ENST00000605086', 'ENST00000380249']
FAM129B	NM_001035534	['ENST00000373314']
TXNRD2	NM_006440	['ENST00000334363', 'ENST00000474308', 'ENST00000495655', 'ENST00000535882', 'ENST00000491939', 'ENST00000400521', 'ENST00000400518']
TXNRD1	NM_182743	['ENST00000427956', 'ENST00000503506', 'ENST00000531691']
BUB1	NM_004336	['ENST00000302759', 'ENST00000465029']
BUB3	NM_004725	['ENST00000368865']
UBE2E1	NM_003341	['ENST00000306627']
CNGA1	NM_000087	['ENST00000420489', 'ENST00000514170']
CNGA2	NM_005140	['ENST00000329903']
CNGA3	NM_001298	['ENST00000393504', 'ENST00000272602']
CNGA4	NM_001037329	['ENST00000379936']
ADSSL1	NM_199165	['ENST00000332972']
DNAH2	NM_020877	['ENST00000389173', 'ENST00000570791']
PLA2G15	NM_012320	['ENST00000219345', 'ENST00000565460']
EGLN1	NM_022051	['ENST00000366641']
DNAH1	NM_015512	['ENST00000486752', 'ENST00000497875', 'ENST00000420323']
DNAH6	NM_001370	['ENST00000476689', 'ENST00000602588', 'ENST00000237449', 'ENST00000389394']
DNAH7	NM_018897	['ENST00000409063', 'ENST00000312428']
DNAH5	NM_001369	['ENST00000508040', 'ENST00000265104']
DNAH8	NM_001206927	['ENST00000327475', 'ENST00000441566']
DNAH9	NM_001372	['ENST00000579828', 'ENST00000262442']
MYBPC3	NM_000256	['ENST00000545968', 'ENST00000544791', 'ENST00000256993']
MYBPC2	NM_004533	['ENST00000357701']
MYBPC1	NM_002465	['ENST00000361466']
MCM2	NM_004526	['ENST00000265056']
HSD17B10	NM_004493	['ENST00000168216']
TMEM135	NM_022918	['ENST00000340353']
LCMT2	NM_014793	['ENST00000305641']
CSF1R	NM_005211	['ENST00000504875', 'ENST00000286301', 'ENST00000502660']
TMEM138	NM_016464	['ENST00000507563', 'ENST00000278826']
TMEM139	NM_153345	['ENST00000359333']
FOXE1	NM_004473	['ENST00000375123']
GPR15	NM_005290	['ENST00000284311']
FOXE3	NM_012186	['ENST00000335071']
CCDC40	NM_017950	['ENST00000397545', 'ENST00000574799']
TRPC3	NM_001130698	['ENST00000379645']
SPRY1	NM_001258038	['ENST00000339241']
TRPC6	NM_004621	['ENST00000344327']
TRPC7	NM_020389	['ENST00000513104']
TRPC4	NM_016179	['ENST00000379705']
SPRY4	NM_030964	['ENST00000344120']
COASY	NM_025233	['ENST00000393818']
CDKL5	NM_003159	['ENST00000379996']
CDKL1	NM_004196	['ENST00000395834', 'ENST00000356146']
TBX10	NM_005995	['ENST00000335385']
USF3	NM_001009899	['ENST00000316407']
FBXO21	NM_033624	['ENST00000427718']
USF1	NM_007122	['ENST00000368021']
TBX15	NM_152380	['ENST00000207157', 'ENST00000449873']
FBXO24	NM_033506	['ENST00000241071', 'ENST00000360609', 'ENST00000474649']
TBX18	NM_001080508	['ENST00000606784', 'ENST00000369663']
TBX19	NM_005149	['ENST00000367821']
OR8K3	NM_001005202	['ENST00000312711']
FBXO28	NM_015176	['ENST00000366862']
SLC35C1	NM_018389	['ENST00000314134']
XK	NM_021083	['ENST00000378616']
GNB5	NM_016194	['ENST00000261837']
GNB4	NM_021629	['ENST00000232564']
AMBRA1	NM_001267782	['ENST00000533727']
GNB1	NM_002074	['ENST00000378609']
GNB3	NM_002075	['ENST00000540458', 'ENST00000229264']
AIM2	NM_004833	['ENST00000368130']
OPN1LW	NM_020061	['ENST00000369951']
NEMF	NM_004713	['ENST00000556074', 'ENST00000557380', 'ENST00000298310', 'ENST00000545773', 'ENST00000555970']
UNC80	NM_032504	['ENST00000439458']
PARD3B	NM_152526	['ENST00000406610']
CKAP2L	NM_152515	['ENST00000302450']
CRHR1	NM_004382	['ENST00000314537']
ETFA	NM_000126	['ENST00000557943']
EEF1G	NM_001404	['ENST00000378019', 'ENST00000496634']
PLPP3	NM_003713	['ENST00000371250']
ETFB	NM_001985	['ENST00000309244']
ETFB	NM_001014763	['ENST00000354232']
IQGAP2	NM_006633	['ENST00000379730', 'ENST00000274364', 'ENST00000505766', 'ENST00000396234']
IQGAP3	NM_178229	['ENST00000491900', 'ENST00000361170']
REC8	NM_001048205	['ENST00000559919']
NOD1	NM_006092	['ENST00000419799', 'ENST00000411552', 'ENST00000222823']
NOD2	NM_022162	['ENST00000524712', 'ENST00000531674', 'ENST00000529633', 'ENST00000300589']
HCLS1	NM_005335	['ENST00000314583', 'ENST00000487290']
COQ9	NM_020312	['ENST00000562734', 'ENST00000262507', 'ENST00000569980', 'ENST00000568790', 'ENST00000566388']
WNT9B	NM_003396	['ENST00000393461', 'ENST00000290015']
RP1	NM_006269	['ENST00000220676']
RP2	NM_006915	['ENST00000218340']
RP9	NM_203288	['ENST00000297157']
TECPR2	NM_014844	['ENST00000359520']
NDUFS8	NM_002496	['ENST00000313468', 'ENST00000432321']
COQ4	NM_016035	['ENST00000372875', 'ENST00000300452']
TUBA4A	NM_006000	['ENST00000392088', 'ENST00000248437']
CCNB3	NM_033031	['ENST00000376042', 'ENST00000476167', 'ENST00000276014']
CCNB1	NM_031966	['ENST00000256442']
VPS18	NM_020857	['ENST00000220509']
VPS16	NM_022575	['ENST00000380445']
FIBP	NM_198897	['ENST00000338369']
VPS11	NM_021729	['ENST00000527798', 'ENST00000531528']
COQ2	NM_015697	['ENST00000311469', 'ENST00000503391', 'ENST00000503915']
TRIM34	NM_130390	['ENST00000491385']
BPTF	NM_004459	['ENST00000342579', 'ENST00000335221', 'ENST00000581258', 'ENST00000544778']
C1orf127	NM_001170754	['ENST00000377004', 'ENST00000377008']
PCCB	NM_000532	['ENST00000251654', 'ENST00000471595', 'ENST00000475214']
OR10C1	NM_013941	['ENST00000457403', 'ENST00000503212', 'ENST00000377138', 'ENST00000437403', 'ENST00000391549', 'ENST00000444197', 'ENST00000428644', 'ENST00000455234']
PCCA	NM_000282	['ENST00000376285']
ADGRV1	NM_032119	['ENST00000405460', 'ENST00000425867']
PDE4A	NM_001111307	['ENST00000380702']
SERPINC1	NM_000488	['ENST00000367698']
PZP	NM_002864	['ENST00000535230', 'ENST00000261336', 'ENST00000539983', 'ENST00000546197']
CLN6	NM_017882	['ENST00000249806', 'ENST00000564846']
CLN5	NM_006493	['ENST00000377453']
CLN3	NM_001042432	['ENST00000354630', 'ENST00000355477', 'ENST00000563874', 'ENST00000360019']
CLN8	NM_018941	['ENST00000331222']
AUP1	NM_181575	['ENST00000377526', 'ENST00000486234', 'ENST00000466894', 'ENST00000463900']
ACSM2B	NM_182617	['ENST00000569364', 'ENST00000329697']
GCSAML	NM_145278	['ENST00000366491', 'ENST00000366488']
TOR1AIP2	NM_001199260	['ENST00000367612']
TOR1AIP1	NM_001267578	['ENST00000606911']
LIMA1	NM_001113546	['ENST00000341247']
RNF186	NM_019062	['ENST00000375121']
TCF7L1	NM_031283	['ENST00000282111']
TCF7L2	NM_030756	['ENST00000369397', 'ENST00000355995']
CHMP2A	NM_014453	['ENST00000312547']
BMPR2	NM_001204	['ENST00000374580']
PNPO	NM_018129	['ENST00000225573']
ZBTB22	NM_005453	['ENST00000445320', 'ENST00000383196', 'ENST00000416097', 'ENST00000431845', 'ENST00000418540']
RBX1	NM_014248	['ENST00000216225']
ZBTB20	NM_001164342	['ENST00000462705']
ZBTB21	NM_001098402	['ENST00000310826']
GBF1	NM_004193	['ENST00000369983']
ZBTB24	NM_014797	['ENST00000230122']
HRAS	NM_176795	['ENST00000417302']
HRAS	NM_005343	['ENST00000451590']
CDYL2	NM_152342	['ENST00000570137']
SKI	NM_003036	['ENST00000378536']
TRAPPC6A	NM_024108	['ENST00000006275']
MFF	NM_020194	['ENST00000392059']
KRTAP9-3	NM_031962	['ENST00000411528']
BICC1	NM_001080512	['ENST00000263103', 'ENST00000373886']
SYT14	NM_001146261	['ENST00000422431']
JMJD1C	NM_032776	['ENST00000399251', 'ENST00000399262']
RIC8B	NM_018157	['ENST00000470628', 'ENST00000392837']
DDO	NM_003649	['ENST00000368924']
DTNBP1	NM_032122	['ENST00000344537']
PCDHGA2	NM_018915	['ENST00000394576']
LAMC3	NM_006059	['ENST00000361069']
LAMC1	NM_002293	['ENST00000258341']
GPHN	NM_020806	['ENST00000478722']
CDC14A	NM_033312	['ENST00000542213', 'ENST00000361544', 'ENST00000370125']
GPR179	NM_001004334	['ENST00000342292']
PHF8	NM_015107	['ENST00000443302', 'ENST00000357988', 'ENST00000338154']
PHF8	NM_001184896	['ENST00000357988']
PPT1	NM_000310	['ENST00000433473']
PHF6	NM_032458	['ENST00000332070', 'ENST00000370803']
PHF7	NM_016483	['ENST00000327906']
PHF2	NM_005392	['ENST00000359246']
PHF3	NM_015153	['ENST00000509330', 'ENST00000262043', 'ENST00000393387']
MEIOB	NM_001163560	['ENST00000470044', 'ENST00000412554']
C2CD4D	NM_001136003	['ENST00000454109']
TCHH	NM_007113	['ENST00000368804']
RAX	NM_013435	['ENST00000334889']
CEACAM21	NM_033543	['ENST00000457737']
GPR101	NM_054021	['ENST00000298110']
GALP	NM_033106	['ENST00000357330']
SS18L1	NM_198935	['ENST00000421564', 'ENST00000331758', 'ENST00000370848']
VARS2	NM_001167734	['ENST00000415079', 'ENST00000428577', 'ENST00000383369', 'ENST00000383540', 'ENST00000450090', 'ENST00000321897']
MICAL3	NM_015241	['ENST00000441493']
KDR	NM_002253	['ENST00000263923']
RPS26	NM_001029	['ENST00000356464']
RPS27	NM_001030	['ENST00000368567']
RPS24	NM_033022	['ENST00000435275']
RPS24	NM_001142285	['ENST00000440692']
PRDX4	NM_006406	['ENST00000379341']
RPS23	NM_001025	['ENST00000296674']
RPS20	NM_001023	['ENST00000009589']
NDN	NM_002487	['ENST00000331837']
MTSS1L	NM_138383	['ENST00000338779']
RPS28	NM_001031	['ENST00000600659']
RPS29	NM_001032	['ENST00000245458']
UGT1A10	NM_019075	['ENST00000360418', 'ENST00000344644']
MVB12B	NM_033446	['ENST00000361171']
NDP	NM_000266	['ENST00000378062']
CHMP1A	NM_002768	['ENST00000397901']
UCHL1	NM_004181	['ENST00000284440', 'ENST00000381760']
COL13A1	NM_001130103	['ENST00000356340']
ZNF404	NM_001033719	['ENST00000587539']
ZNF407	NM_017757	['ENST00000299687']
ZNF408	NM_024741	['ENST00000311764']
GPSM2	NM_013296	['ENST00000406462']
GFM2	NM_032380	['ENST00000296805']
GPSM1	NM_015597	['ENST00000392945']
AIMP2	NM_006303	['ENST00000223029']
AIMP1	NM_004757	['ENST00000394701']
MDH2	NM_005918	['ENST00000315758']
DDX3X	NM_001193416	['ENST00000399959', 'ENST00000542215']
GPX1	NM_000581	['ENST00000419783']
PDE6C	NM_006204	['ENST00000371447']
SOD1	NM_000454	['ENST00000270142']
PRDM6	NM_001136239	['ENST00000407847']
VPS33B	NM_018668	['ENST00000333371']
VPS33A	NM_022916	['ENST00000535844', 'ENST00000267199']
PRDM7	NM_001098173	['ENST00000407825', 'ENST00000449207']
ECEL1	NM_004826	['ENST00000482346', 'ENST00000304546']
TERT	NM_198253	['ENST00000296820', 'ENST00000484238', 'ENST00000310581']
NBAS	NM_015909	['ENST00000441750', 'ENST00000281513']
PRDM1	NM_001198	['ENST00000369096']
STAC2	NM_198993	['ENST00000333461']
PDE6D	NM_002601	['ENST00000287600', 'ENST00000477748']
MYBBP1A	NM_001105538	['ENST00000381556']
EFCAB5	NM_001145053	['ENST00000440741', 'ENST00000394835', 'ENST00000536908']
EFCAB5	NM_198529	['ENST00000440741', 'ENST00000394835']
PPP6R2	NM_001242898	['ENST00000359139']
PPP6R3	NM_001164160	['ENST00000393799', 'ENST00000526307']
FLNA	NM_001456	['ENST00000420627', 'ENST00000422373']
PDE6H	NM_006205	['ENST00000266395']
CASP7	NM_001267057	['ENST00000345633']
CASP4	NM_033306	['ENST00000393150']
CASP5	NM_004347	['ENST00000393141']
CASP2	NM_032982	['ENST00000310447']
CASP3	NM_004346	['ENST00000393585', 'ENST00000308394']
CASP1	NM_033292	['ENST00000526511', 'ENST00000528974', 'ENST00000436863']
DRD4	NM_000797	['ENST00000176183']
DRD5	NM_000798	['ENST00000304374']
DRD2	NM_000795	['ENST00000355319', 'ENST00000540600']
DRD3	NM_000796	['ENST00000460779', 'ENST00000467632', 'ENST00000383673']
CASP8	NM_001228	['ENST00000392266']
DRD1	NM_000794	['ENST00000393752']
KCNN4	NM_002250	['ENST00000262888']
KCNN3	NM_002249	['ENST00000271915']
PICALM	NM_007166	['ENST00000393346', 'ENST00000526033']
SETD1A	NM_014712	['ENST00000262519']
AKT1	NM_005163	['ENST00000554581', 'ENST00000557552', 'ENST00000402615']
AKT2	NM_001626	['ENST00000392038', 'ENST00000537834']
AKT3	NM_005465	['ENST00000366539']
UPB1	NM_016327	['ENST00000498140', 'ENST00000413389', 'ENST00000415388']
MRC1	NM_002438	['ENST00000331429', 'ENST00000239761']
MRC2	NM_006039	['ENST00000583597', 'ENST00000446119', 'ENST00000303375']
PKD1L1	NM_138295	['ENST00000483616', 'ENST00000289672']
PKD1L3	NM_181536	['ENST00000534738']
ANAPC10	NM_001256706	['ENST00000507656']
SIAE	NM_170601	['ENST00000436137', 'ENST00000263593']
MYC	NM_002467	['ENST00000517291', 'ENST00000377970', 'ENST00000259523']
MYB	NM_001130173	['ENST00000533837', 'ENST00000341911', 'ENST00000525477', 'ENST00000316528', 'ENST00000339290']
TDRD1	NM_198795	['ENST00000369281', 'ENST00000251864', 'ENST00000369280']
ENTPD6	NM_001247	['ENST00000360031']
ENTPD1	NM_001776	['ENST00000371203']
ALOX5	NM_000698	['ENST00000374391']
KRT24	NM_019016	['ENST00000264651']
KRT25	NM_181534	['ENST00000312150']
DLEC1	NM_007337	['ENST00000440294', 'ENST00000346219', 'ENST00000478428']
SNAPC5	NM_006049	['ENST00000395589', 'ENST00000565387']
SNAPC4	NM_003086	['ENST00000298532']
TRMT1L	NM_030934	['ENST00000367504']
SLC4A4	NM_003759	['ENST00000512686', 'ENST00000340595']
HYAL2	NM_033158	['ENST00000481597', 'ENST00000447092']
HYAL1	NM_153281	['ENST00000320295']
SLC4A7	NM_003615	['ENST00000295736']
PXDN	NM_012293	['ENST00000433670', 'ENST00000252804']
SPC24	NM_182513	['ENST00000592540']
HESX1	NM_003865	['ENST00000295934']
ZFP14	NM_020917	['ENST00000270001']
GNS	NM_002076	['ENST00000258145', 'ENST00000418919']
DCTN2	NM_006400	['ENST00000548249']
CLCA1	NM_001285	['ENST00000234701']
NPEPPS	NM_006310	['ENST00000322157', 'ENST00000531486', 'ENST00000525037']
PROCR	NM_006404	['ENST00000216968']
RAB7A	NM_004637	['ENST00000265062']
EFEMP1	NM_001039348	['ENST00000394555']
EFEMP2	NM_016938	['ENST00000307998']
RHNO1	NM_001252499	['ENST00000489288']
HADH	NM_005327	['ENST00000403312', 'ENST00000454409']
TMEFF1	NM_003692	['ENST00000374879']
OR4M2	NM_001004719	['ENST00000332663']
OR4M1	NM_001005500	['ENST00000315957']
CIITA	NM_000246	['ENST00000570546', 'ENST00000324288']
WNT5B	NM_032642	['ENST00000397196']
WNT5A	NM_003392	['ENST00000474267']
NCF2	NM_000433	['ENST00000413720']
NCF1	NM_000265	['ENST00000398421', 'ENST00000289473']
NCF4	NM_013416	['ENST00000397147']
NCF4	NM_000631	['ENST00000248899']
STAMBP	NM_006463	['ENST00000394070']
TLR10	NM_030956	['ENST00000308973']
CYTH1	NM_004762	['ENST00000361101']
VDR	NM_001017535	['ENST00000229022']
HNRNPH1	NM_001257293	['ENST00000514332', 'ENST00000393432']
HNRNPH2	NM_019597	['ENST00000316594']
OR10X1	NM_001004477	['ENST00000368150']
TBC1D8	NM_001102426	['ENST00000376840', 'ENST00000409318']
TBC1D9	NM_015130	['ENST00000442267']
MRPS35	NM_021821	['ENST00000081029']
TBC1D1	NM_015173	['ENST00000261439', 'ENST00000446803']
TBC1D1	NM_001253912	['ENST00000261439']
TBC1D2	NM_001267571	['ENST00000375066']
TBC1D4	NM_014832	['ENST00000431480', 'ENST00000377625', 'ENST00000377636']
TBC1D7	NM_001143965	['ENST00000356436', 'ENST00000421203']
TBXA2R	NM_201636	['ENST00000375190']
TBXA2R	NM_001060	['ENST00000375190']
SEL1L	NM_005065	['ENST00000336735']
SNUPN	NM_005701	['ENST00000567134', 'ENST00000371091', 'ENST00000308588']
PDSS2	NM_020381	['ENST00000369037', 'ENST00000369031']
PDSS1	NM_014317	['ENST00000470978', 'ENST00000376203', 'ENST00000376215']
INO80	NM_017553	['ENST00000361937']
UNC13D	NM_199242	['ENST00000412096', 'ENST00000207549', 'ENST00000591563']
UNC13B	NM_006377	['ENST00000378496', 'ENST00000396787', 'ENST00000378495']
UNC13C	NM_001080534	['ENST00000537900', 'ENST00000561210']
